r,t,y,CapitalInvestment
REGION1,LNDBLTBC1,2040,0.0937
REGION1,LNDBLTBC1,2041,0.0942
REGION1,LNDBLTBC1,2042,0.0947
REGION1,LNDBLTBC1,2043,0.0953
REGION1,LNDBLTBC1,2044,0.0958
REGION1,LNDBLTBC1,2045,0.0963
REGION1,LNDBLTBC1,2046,0.0969
REGION1,LNDBLTBC1,2047,0.0974
REGION1,LNDBLTBC1,2048,0.098
REGION1,LNDBLTBC1,2049,0.0986
REGION1,LNDBLTBC1,2050,0.0991
REGION1,LNDBRLHRBC1,2029,1.5795
REGION1,LNDBRLHRBC1,2030,2.0226
REGION1,LNDBRLHRBC1,2031,1.8823
REGION1,LNDBRLHRBC1,2032,1.8805
REGION1,LNDBRLHRBC1,2033,1.8823
REGION1,LNDBRLHRBC1,2034,1.8816
REGION1,LNDBRLHRBC1,2035,1.8812
REGION1,LNDBRLHRBC1,2036,0.2828
REGION1,LNDBRLHRBC1,2037,0.2828
REGION1,LNDBRLHRBC1,2038,0.2828
REGION1,LNDBRLHRBC1,2039,0.4242
REGION1,LNDBRLHRBC1,2040,0.2828
REGION1,LNDBRLHRBC1,2041,0.2828
REGION1,LNDBRLHRBC1,2042,0.2828
REGION1,LNDBRLHRBC1,2043,0.2828
REGION1,LNDBRLHRBC1,2044,1.8623
REGION1,LNDBRLHRBC1,2045,2.3055
REGION1,LNDBRLHRBC1,2046,2.1652
REGION1,LNDBRLHRBC1,2047,2.1633
REGION1,LNDBRLHRBC1,2048,2.1652
REGION1,LNDBRLHRBC1,2049,2.1645
REGION1,LNDBRLHRBC1,2050,2.3055
REGION1,LNDFORBC1,2020,5.2368
REGION1,LNDFORBC1,2021,5.1837
REGION1,LNDFORBC1,2022,5.1838
REGION1,LNDFORBC1,2023,5.1732
REGION1,LNDFORBC1,2024,5.1664
REGION1,LNDFORBC1,2025,5.1769
REGION1,LNDFORBC1,2026,5.1612
REGION1,LNDFORBC1,2027,5.283
REGION1,LNDFORBC1,2028,5.3175
REGION1,LNDFORBC1,2029,5.3152
REGION1,LNDFORBC1,2030,5.3134
REGION1,LNDFORBC1,2031,5.31
REGION1,LNDFORBC1,2032,5.3103
REGION1,LNDFORBC1,2033,5.3081
REGION1,LNDFORBC1,2034,5.3069
REGION1,LNDFORBC1,2035,5.4343
REGION1,LNDFORBC1,2036,5.4423
REGION1,LNDFORBC1,2037,5.4433
REGION1,LNDFORBC1,2038,5.4453
REGION1,LNDFORBC1,2039,5.448
REGION1,LNDFORBC1,2040,5.4462
REGION1,LNDFORBC1,2041,5.4435
REGION1,LNDFORBC1,2042,5.4411
REGION1,LNDFORBC1,2043,5.4384
REGION1,LNDFORBC1,2044,5.436
REGION1,LNDFORBC1,2045,5.4336
REGION1,LNDFORBC1,2046,5.4312
REGION1,LNDFORBC1,2047,5.4288
REGION1,LNDFORBC1,2048,5.4263
REGION1,LNDFORBC1,2049,5.4239
REGION1,LNDFORBC1,2050,5.4214
REGION1,LNDGRSBC1,2020,1.6051
REGION1,LNDGRSBC1,2021,1.6051
REGION1,LNDGRSBC1,2022,1.6051
REGION1,LNDGRSBC1,2023,1.6051
REGION1,LNDGRSBC1,2024,1.6051
REGION1,LNDGRSBC1,2025,1.6051
REGION1,LNDGRSBC1,2026,1.6051
REGION1,LNDGRSBC1,2027,1.6051
REGION1,LNDGRSBC1,2028,1.6051
REGION1,LNDGRSBC1,2029,1.6051
REGION1,LNDGRSBC1,2030,1.6051
REGION1,LNDGRSBC1,2031,1.6051
REGION1,LNDGRSBC1,2032,1.6051
REGION1,LNDGRSBC1,2033,1.6051
REGION1,LNDGRSBC1,2034,1.6051
REGION1,LNDGRSBC1,2035,1.6051
REGION1,LNDGRSBC1,2036,1.6051
REGION1,LNDGRSBC1,2037,1.6051
REGION1,LNDGRSBC1,2038,1.6051
REGION1,LNDGRSBC1,2039,1.6051
REGION1,LNDGRSBC1,2040,1.6051
REGION1,LNDGRSBC1,2041,1.6051
REGION1,LNDGRSBC1,2042,1.6051
REGION1,LNDGRSBC1,2043,1.6051
REGION1,LNDGRSBC1,2044,1.6051
REGION1,LNDGRSBC1,2045,1.6051
REGION1,LNDGRSBC1,2046,1.6051
REGION1,LNDGRSBC1,2047,1.6051
REGION1,LNDGRSBC1,2048,1.6051
REGION1,LNDGRSBC1,2049,1.6051
REGION1,LNDGRSBC1,2050,1.6051
REGION1,LNDMAIHIBC1,2021,379.155
REGION1,LNDMAIHIBC1,2023,7.1157
REGION1,LNDMAIHIBC1,2024,15.5186
REGION1,LNDMAIHIBC1,2025,1.166
REGION1,LNDMAIHIBC1,2026,20.3033
REGION1,LNDMAIHIBC1,2027,565.8253
REGION1,LNDMAIHIBC1,2028,31.4679
REGION1,LNDMAIHIBC1,2029,20.3052
REGION1,LNDMAIHIBC1,2030,5.9485
REGION1,LNDMAIHIBC1,2031,21.4693
REGION1,LNDMAIHIBC1,2033,15.519
REGION1,LNDMAIHIBC1,2034,4.3554
REGION1,LNDMAIHIBC1,2035,13.9242
REGION1,LNDMAIHIBC1,2036,406.2682
REGION1,LNDMAIHIBC1,2037,20.7337
REGION1,LNDMAIHIBC1,2038,19.8749
REGION1,LNDMAIHIBC1,2039,17.1135
REGION1,LNDMAIHIBC1,2040,7.5456
REGION1,LNDMAIHIBC1,2041,36.2523
REGION1,LNDMAIHIBC1,2042,580.1794
REGION1,LNDMAIHIBC1,2043,45.8219
REGION1,LNDMAIHIBC1,2044,33.0644
REGION1,LNDMAIHIBC1,2045,18.7076
REGION1,LNDMAIHIBC1,2046,34.2285
REGION1,LNDMAIHIBC1,2047,12.7592
REGION1,LNDMAIHIBC1,2048,28.2782
REGION1,LNDMAIHIBC1,2049,15.5197
REGION1,LNDMAIHIBC1,2050,26.6833
REGION1,LNDMAILRBC1,2020,169.8134
REGION1,LNDOATHIBC1,2025,0.8451
REGION1,LNDOATHIBC1,2026,2.1751
REGION1,LNDOATHIBC1,2027,2.1736
REGION1,LNDOATHIBC1,2028,2.1744
REGION1,LNDOATHIBC1,2029,2.4503
REGION1,LNDOATHIBC1,2030,2.1747
REGION1,LNDOATHIBC1,2031,2.1744
REGION1,LNDOATHIBC1,2032,2.4491
REGION1,LNDOATHIBC1,2033,2.1759
REGION1,LNDOATHIBC1,2034,2.1721
REGION1,LNDOATHIBC1,2035,2.1759
REGION1,LNDOATHIBC1,2036,0.551
REGION1,LNDOATHIBC1,2037,0.2755
REGION1,LNDOATHIBC1,2038,0.2755
REGION1,LNDOATHIBC1,2039,0.551
REGION1,LNDOATHIBC1,2040,1.1205
REGION1,LNDOATHIBC1,2041,2.4506
REGION1,LNDOATHIBC1,2042,2.4491
REGION1,LNDOATHIBC1,2043,2.7254
REGION1,LNDOATHIBC1,2044,2.7257
REGION1,LNDOATHIBC1,2045,2.4502
REGION1,LNDOATHIBC1,2046,2.4499
REGION1,LNDOATHIBC1,2047,3.0
REGION1,LNDOATHIBC1,2048,2.4514
REGION1,LNDOATHIBC1,2049,2.4476
REGION1,LNDOATHIBC1,2050,2.7269
REGION1,LNDOTHIIBC1,2020,163.7328
REGION1,LNDOTHIIBC1,2021,30.5435
REGION1,LNDOTHIIBC1,2022,4.9759
REGION1,LNDOTHIIBC1,2023,4.9759
REGION1,LNDOTHIIBC1,2024,6.4798
REGION1,LNDOTHIIBC1,2025,2.72
REGION1,LNDOTHIIBC1,2026,5.7278
REGION1,LNDOTHIIBC1,2027,6.4798
REGION1,LNDOTHIIBC1,2028,7.9837
REGION1,LNDOTHIIBC1,2029,4.9759
REGION1,LNDOTHIIBC1,2030,8.7357
REGION1,LNDOTHIIBC1,2031,7.2327
REGION1,LNDOTHIIBC1,2032,2.72
REGION1,LNDOTHIIBC1,2033,6.4798
REGION1,LNDOTHIIBC1,2034,6.4798
REGION1,LNDOTHIIBC1,2035,170.2126
REGION1,LNDOTHIIBC1,2036,35.0553
REGION1,LNDOTHIIBC1,2037,8.7357
REGION1,LNDOTHIIBC1,2038,7.9837
REGION1,LNDOTHIIBC1,2039,10.2396
REGION1,LNDOTHIIBC1,2040,5.7278
REGION1,LNDOTHIIBC1,2041,9.4877
REGION1,LNDOTHIIBC1,2042,9.4877
REGION1,LNDOTHIIBC1,2043,12.4955
REGION1,LNDOTHIIBC1,2044,7.9837
REGION1,LNDOTHIIBC1,2045,12.4955
REGION1,LNDOTHIIBC1,2046,10.9925
REGION1,LNDOTHIIBC1,2047,5.7278
REGION1,LNDOTHIIBC1,2048,10.2396
REGION1,LNDOTHIIBC1,2049,10.2396
REGION1,LNDOTHIIBC1,2050,173.9724
REGION1,LNDPEAHIBC1,2025,1.5711
REGION1,LNDPEAHIBC1,2026,1.7421
REGION1,LNDPEAHIBC1,2027,2.1446
REGION1,LNDPEAHIBC1,2028,1.7431
REGION1,LNDPEAHIBC1,2029,2.1461
REGION1,LNDPEAHIBC1,2030,1.7413
REGION1,LNDPEAHIBC1,2031,1.7431
REGION1,LNDPEAHIBC1,2032,2.1449
REGION1,LNDPEAHIBC1,2033,1.7413
REGION1,LNDPEAHIBC1,2034,2.1464
REGION1,LNDPEAHIBC1,2035,1.7421
REGION1,LNDPEAHIBC1,2036,0.404
REGION1,LNDPEAHIBC1,2037,0.8081
REGION1,LNDPEAHIBC1,2038,0.404
REGION1,LNDPEAHIBC1,2039,0.8081
REGION1,LNDPEAHIBC1,2040,1.9751
REGION1,LNDPEAHIBC1,2041,2.1461
REGION1,LNDPEAHIBC1,2042,2.9526
REGION1,LNDPEAHIBC1,2043,2.1472
REGION1,LNDPEAHIBC1,2044,2.9542
REGION1,LNDPEAHIBC1,2045,2.1453
REGION1,LNDPEAHIBC1,2046,2.1472
REGION1,LNDPEAHIBC1,2047,2.953
REGION1,LNDPEAHIBC1,2048,2.1454
REGION1,LNDPEAHIBC1,2049,2.9544
REGION1,LNDPEAHIBC1,2050,2.1461
REGION1,LNDPTWHIBC1,2035,0.0191
REGION1,LNDPTWHIBC1,2037,0.0013
REGION1,LNDPTWHIBC1,2040,0.0013
REGION1,LNDPTWHIBC1,2044,0.0013
REGION1,LNDPTWHIBC1,2047,0.0013
REGION1,LNDPTWHIBC1,2050,0.0204
REGION1,LNDRAPHIBC1,2025,2.3273
REGION1,LNDRAPHIBC1,2026,3.3376
REGION1,LNDRAPHIBC1,2027,3.3384
REGION1,LNDRAPHIBC1,2028,3.01
REGION1,LNDRAPHIBC1,2029,3.3384
REGION1,LNDRAPHIBC1,2030,3.3376
REGION1,LNDRAPHIBC1,2031,3.0112
REGION1,LNDRAPHIBC1,2032,3.3379
REGION1,LNDRAPHIBC1,2033,3.3388
REGION1,LNDRAPHIBC1,2034,3.0096
REGION1,LNDRAPHIBC1,2035,3.3388
REGION1,LNDRAPHIBC1,2036,0.6552
REGION1,LNDRAPHIBC1,2037,0.3276
REGION1,LNDRAPHIBC1,2038,0.6552
REGION1,LNDRAPHIBC1,2039,0.3276
REGION1,LNDRAPHIBC1,2040,2.9825
REGION1,LNDRAPHIBC1,2041,3.9928
REGION1,LNDRAPHIBC1,2042,3.666
REGION1,LNDRAPHIBC1,2043,3.6652
REGION1,LNDRAPHIBC1,2044,3.9936
REGION1,LNDRAPHIBC1,2045,3.6652
REGION1,LNDRAPHIBC1,2046,3.6664
REGION1,LNDRAPHIBC1,2047,3.9931
REGION1,LNDRAPHIBC1,2048,3.6664
REGION1,LNDRAPHIBC1,2049,3.6648
REGION1,LNDRAPHIBC1,2050,3.994
REGION1,LNDRYEHRBC1,2031,0.0147
REGION1,LNDRYEHRBC1,2032,0.1318
REGION1,LNDRYEHRBC1,2033,0.1325
REGION1,LNDRYEHRBC1,2034,0.1314
REGION1,LNDRYEHRBC1,2035,0.1082
REGION1,LNDRYEHRBC1,2047,0.1229
REGION1,LNDRYEHRBC1,2048,0.1325
REGION1,LNDRYEHRBC1,2049,0.1314
REGION1,LNDRYEHRBC1,2050,0.1082
REGION1,LNDRYELRBC1,2035,0.0072
REGION1,LNDWATBC1,2020,0.4348
REGION1,LNDWATBC1,2021,0.4348
REGION1,LNDWATBC1,2022,0.4348
REGION1,LNDWATBC1,2023,0.4348
REGION1,LNDWATBC1,2024,0.4348
REGION1,LNDWATBC1,2025,0.4348
REGION1,LNDWATBC1,2026,0.4348
REGION1,LNDWATBC1,2027,0.4348
REGION1,LNDWATBC1,2028,0.4348
REGION1,LNDWATBC1,2029,0.4348
REGION1,LNDWATBC1,2030,0.4348
REGION1,LNDWATBC1,2031,0.4348
REGION1,LNDWATBC1,2032,0.4348
REGION1,LNDWATBC1,2033,0.4348
REGION1,LNDWATBC1,2034,0.4348
REGION1,LNDWATBC1,2035,0.4348
REGION1,LNDWATBC1,2036,0.4348
REGION1,LNDWATBC1,2037,0.4348
REGION1,LNDWATBC1,2038,0.4348
REGION1,LNDWATBC1,2039,0.4348
REGION1,LNDWATBC1,2040,0.4348
REGION1,LNDWATBC1,2041,0.4348
REGION1,LNDWATBC1,2042,0.4348
REGION1,LNDWATBC1,2043,0.4348
REGION1,LNDWATBC1,2044,0.4348
REGION1,LNDWATBC1,2045,0.4348
REGION1,LNDWATBC1,2046,0.4348
REGION1,LNDWATBC1,2047,0.4348
REGION1,LNDWATBC1,2048,0.4348
REGION1,LNDWATBC1,2049,0.4348
REGION1,LNDWATBC1,2050,0.4348
REGION1,LNDWHEHRBC1,2031,0.3309
REGION1,LNDWHEHRBC1,2032,3.1355
REGION1,LNDWHEHRBC1,2033,3.1336
REGION1,LNDWHEHRBC1,2034,2.9929
REGION1,LNDWHEHRBC1,2035,3.1343
REGION1,LNDWHEHRBC1,2036,0.1414
REGION1,LNDWHEHRBC1,2037,0.1414
REGION1,LNDWHEHRBC1,2038,0.1414
REGION1,LNDWHEHRBC1,2039,0.1414
REGION1,LNDWHEHRBC1,2040,0.1414
REGION1,LNDWHEHRBC1,2041,0.1414
REGION1,LNDWHEHRBC1,2042,0.1414
REGION1,LNDWHEHRBC1,2044,0.1414
REGION1,LNDWHEHRBC1,2045,0.1414
REGION1,LNDWHEHRBC1,2046,0.4723
REGION1,LNDWHEHRBC1,2047,3.2769
REGION1,LNDWHEHRBC1,2048,3.275
REGION1,LNDWHEHRBC1,2049,3.1343
REGION1,LNDWHEHRBC1,2050,3.2757
REGION1,MINLNDBC1,2020,9.3434
REGION1,MINLNDBC1,2021,9.3434
REGION1,MINLNDBC1,2022,9.3434
REGION1,MINLNDBC1,2023,9.3434
REGION1,MINLNDBC1,2024,9.3434
REGION1,MINLNDBC1,2025,9.3434
REGION1,MINLNDBC1,2026,9.3434
REGION1,MINLNDBC1,2027,9.3434
REGION1,MINLNDBC1,2028,9.3434
REGION1,MINLNDBC1,2029,9.3434
REGION1,MINLNDBC1,2030,9.3434
REGION1,MINLNDBC1,2031,9.3434
REGION1,MINLNDBC1,2032,9.3434
REGION1,MINLNDBC1,2033,9.3434
REGION1,MINLNDBC1,2034,9.3434
REGION1,MINLNDBC1,2035,9.3434
REGION1,MINLNDBC1,2036,9.3434
REGION1,MINLNDBC1,2037,9.3434
REGION1,MINLNDBC1,2038,9.3434
REGION1,MINLNDBC1,2039,9.3434
REGION1,MINLNDBC1,2040,9.3434
REGION1,MINLNDBC1,2041,9.3434
REGION1,MINLNDBC1,2042,9.3434
REGION1,MINLNDBC1,2043,9.3434
REGION1,MINLNDBC1,2044,9.3434
REGION1,MINLNDBC1,2045,9.3434
REGION1,MINLNDBC1,2046,9.3434
REGION1,MINLNDBC1,2047,9.3434
REGION1,MINLNDBC1,2048,9.3434
REGION1,MINLNDBC1,2049,9.3434
REGION1,MINLNDBC1,2050,9.3434
REGION1,MINNGS,2020,3.9664
REGION1,MINNGS,2024,0.0416
REGION1,MINNGS,2025,0.2457
REGION1,MINNGS,2026,0.3585
REGION1,MINNGS,2027,0.1106
REGION1,MINNGS,2028,0.0411
REGION1,MINNGS,2029,0.0436
REGION1,MINNGS,2030,0.2076
REGION1,MINNGS,2031,0.288
REGION1,MINNGS,2032,0.191
REGION1,MINNGS,2033,0.0049
REGION1,MINNGS,2034,0.0083
REGION1,MINNGS,2035,0.0179
REGION1,MINNGS,2036,0.0192
REGION1,MINNGS,2037,0.0087
REGION1,MINNGS,2038,0.0112
REGION1,MINNGS,2039,0.0139
REGION1,MINNGS,2040,0.0147
REGION1,MINNGS,2041,0.298
REGION1,MINNGS,2042,0.0789
REGION1,MINNGS,2043,0.0789
REGION1,MINNGS,2044,0.0789
REGION1,MINNGS,2045,0.0789
REGION1,MINNGS,2046,0.0789
REGION1,MINNGS,2047,0.0789
REGION1,MINNGS,2048,0.0789
REGION1,MINNGS,2049,0.0789
REGION1,MINNGS,2050,0.0789
REGION1,MINPRCBC1,2020,7.0341
REGION1,MINPRCBC1,2021,7.112
REGION1,MINPRCBC1,2022,7.1116
REGION1,MINPRCBC1,2023,7.1269
REGION1,MINPRCBC1,2024,7.1366
REGION1,MINPRCBC1,2025,7.1371
REGION1,MINPRCBC1,2026,7.1405
REGION1,MINPRCBC1,2027,6.9613
REGION1,MINPRCBC1,2028,6.9666
REGION1,MINPRCBC1,2029,6.9697
REGION1,MINPRCBC1,2030,6.972
REGION1,MINPRCBC1,2031,6.9769
REGION1,MINPRCBC1,2032,6.9761
REGION1,MINPRCBC1,2033,6.9791
REGION1,MINPRCBC1,2034,6.9806
REGION1,MINPRCBC1,2035,6.7931
REGION1,MINPRCBC1,2036,6.7811
REGION1,MINPRCBC1,2037,6.7793
REGION1,MINPRCBC1,2038,6.7762
REGION1,MINPRCBC1,2039,6.7719
REGION1,MINPRCBC1,2040,6.7742
REGION1,MINPRCBC1,2041,6.778
REGION1,MINPRCBC1,2042,6.7814
REGION1,MINPRCBC1,2043,6.7849
REGION1,MINPRCBC1,2044,6.7882
REGION1,MINPRCBC1,2045,6.7915
REGION1,MINPRCBC1,2046,6.7947
REGION1,MINPRCBC1,2047,6.798
REGION1,MINPRCBC1,2048,6.8014
REGION1,MINPRCBC1,2049,6.8046
REGION1,MINPRCBC1,2050,6.8079
REGION1,PWRHYDB13,2025,5847.6
REGION1,PWRNGSB01,2039,132.7852
REGION1,PWRNGSB01,2040,189.817
REGION1,PWRNGSB01,2041,145.8717
REGION1,PWRNGSB01,2042,170.1165
REGION1,PWRNGSB01,2043,170.0455
REGION1,PWRNGSB01,2044,169.9034
REGION1,PWRNGSB01,2045,170.0455
REGION1,PWRNGSB01,2046,169.9745
REGION1,PWRNGSB01,2047,170.0455
REGION1,PWRNGSB01,2048,169.9745
REGION1,PWRNGSB01,2049,170.0455
REGION1,PWRNGSB01,2050,169.9745
REGION1,PWRTRNB01,2020,0.1071
REGION1,PWRTRNB01,2021,0.1088
REGION1,PWRTRNB01,2022,0.1103
REGION1,PWRTRNB01,2023,0.1121
REGION1,PWRTRNB01,2024,0.1142
REGION1,PWRTRNB01,2025,0.1166
REGION1,PWRTRNB01,2026,0.1196
REGION1,PWRTRNB01,2027,0.121
REGION1,PWRTRNB01,2028,0.122
REGION1,PWRTRNB01,2029,0.123
REGION1,PWRTRNB01,2030,0.1247
REGION1,PWRTRNB01,2031,0.1267
REGION1,PWRTRNB01,2032,0.1287
REGION1,PWRTRNB01,2033,0.1299
REGION1,PWRTRNB01,2034,0.1305
REGION1,PWRTRNB01,2035,0.1313
REGION1,PWRTRNB01,2036,0.1322
REGION1,PWRTRNB01,2037,0.1331
REGION1,PWRTRNB01,2038,0.1343
REGION1,PWRTRNB01,2039,0.1356
REGION1,PWRTRNB01,2040,0.1368
REGION1,PWRTRNB01,2041,0.1378
REGION1,PWRTRNB01,2042,0.1389
REGION1,PWRTRNB01,2043,0.14
REGION1,PWRTRNB01,2044,0.1411
REGION1,PWRTRNB01,2045,0.1422
REGION1,PWRTRNB01,2046,0.1433
REGION1,PWRTRNB01,2047,0.1444
REGION1,PWRTRNB01,2048,0.1455
REGION1,PWRTRNB01,2049,0.1466
REGION1,PWRTRNB01,2050,0.1477
REGION1,PWRWNDB09,2020,2074.8346
REGION1,PWRWNDB09,2021,214.0468
REGION1,PWRWNDB09,2022,207.4882
REGION1,PWRWNDB09,2023,224.7789
REGION1,PWRWNDB09,2024,279.0359
REGION1,PWRWNDB09,2026,152.527
REGION1,PWRWNDB09,2027,181.8503
REGION1,PWRWNDB09,2028,823.0452
REGION1,PWRWNDB09,2029,123.4197
REGION1,PWRWNDB09,2030,231.9337
REGION1,PWRWNDB09,2031,256.9754
REGION1,PWRWNDB09,2032,254.5904
REGION1,PWRWNDB09,2033,155.02
REGION1,PWRWNDB09,2034,88.2421
REGION1,PWRWNDB09,2035,138.0398
REGION1,PWRWNDB09,2036,112.0914
REGION1,PWRWNDB09,2037,193.7802
REGION1,PWRWNDB09,2038,247.5902
REGION1,PWRWNDB09,2039,219.0337
REGION1,PWRWNDB09,2040,159.1936
REGION1,PWRWNDB09,2041,138.4422
REGION1,PWRWNDB09,2042,142.7972
REGION1,PWRWNDB09,2043,273.8885
REGION1,PWRWNDB09,2044,142.6184
REGION1,PWRWNDB09,2045,2231.9866
REGION1,PWRWNDB09,2046,356.7247
REGION1,PWRWNDB09,2047,350.2258
REGION1,PWRWNDB09,2048,367.4569
REGION1,PWRWNDB09,2049,421.7735
REGION1,PWRWNDB09,2050,142.678
REGION1,RNWBIO,2020,2.3573
REGION1,RNWBIO,2021,2.3635
REGION1,RNWBIO,2022,2.3673
REGION1,RNWBIO,2023,2.3741
REGION1,RNWBIO,2024,2.3827
REGION1,RNWBIO,2025,2.2496
REGION1,RNWBIO,2026,2.3776
REGION1,RNWBIO,2027,2.3778
REGION1,RNWBIO,2028,2.0045
REGION1,RNWBIO,2029,1.999
REGION1,RNWBIO,2030,1.9912
REGION1,RNWBIO,2031,1.9812
REGION1,RNWBIO,2032,1.9698
REGION1,RNWBIO,2033,1.9561
REGION1,RNWBIO,2034,1.9398
REGION1,RNWBIO,2035,1.9254
REGION1,RNWBIO,2036,1.9101
REGION1,RNWBIO,2037,1.8946
REGION1,RNWBIO,2038,1.8796
REGION1,RNWBIO,2039,1.8649
REGION1,RNWBIO,2040,1.8509
REGION1,RNWBIO,2041,1.8437
REGION1,RNWBIO,2042,1.8315
REGION1,RNWBIO,2043,1.8192
REGION1,RNWBIO,2044,1.8069
REGION1,RNWBIO,2045,1.7947
REGION1,RNWBIO,2046,1.7824
REGION1,RNWBIO,2047,1.7702
REGION1,RNWBIO,2048,1.7579
REGION1,RNWBIO,2049,1.7457
REGION1,RNWBIO,2050,1.7334
REGION1,RNWHYD,2020,3.3154
REGION1,RNWHYD,2021,3.3336
REGION1,RNWHYD,2022,3.3512
REGION1,RNWHYD,2023,3.3703
REGION1,RNWHYD,2024,3.394
REGION1,RNWHYD,2025,3.545
REGION1,RNWHYD,2026,3.5847
REGION1,RNWHYD,2027,3.6031
REGION1,RNWHYD,2028,3.616
REGION1,RNWHYD,2029,3.6284
REGION1,RNWHYD,2030,3.6519
REGION1,RNWHYD,2031,3.6779
REGION1,RNWHYD,2032,3.7036
REGION1,RNWHYD,2033,3.7193
REGION1,RNWHYD,2034,3.7282
REGION1,RNWHYD,2035,3.7371
REGION1,RNWHYD,2036,3.7484
REGION1,RNWHYD,2037,3.7584
REGION1,RNWHYD,2038,3.771
REGION1,RNWHYD,2039,3.7932
REGION1,RNWHYD,2040,3.8093
REGION1,RNWHYD,2041,3.8232
REGION1,RNWHYD,2042,3.8377
REGION1,RNWHYD,2043,3.847
REGION1,RNWHYD,2044,3.8614
REGION1,RNWHYD,2045,3.8753
REGION1,RNWHYD,2046,3.8897
REGION1,RNWHYD,2047,3.9041
REGION1,RNWHYD,2048,3.9186
REGION1,RNWHYD,2049,3.933
REGION1,RNWHYD,2050,3.9474
REGION1,RNWSOL,2020,0.0004
REGION1,RNWSOL,2021,0.0004
REGION1,RNWSOL,2022,0.0004
REGION1,RNWSOL,2023,0.0004
REGION1,RNWSOL,2024,0.0004
REGION1,RNWSOL,2025,0.0004
REGION1,RNWSOL,2026,0.0004
REGION1,RNWSOL,2027,0.0004
REGION1,RNWSOL,2028,0.0004
REGION1,RNWSOL,2029,0.0004
REGION1,RNWSOL,2030,0.0004
REGION1,RNWSOL,2031,0.0004
REGION1,RNWSOL,2032,0.0004
REGION1,RNWSOL,2033,0.0004
REGION1,RNWSOL,2034,0.0004
REGION1,RNWSOL,2035,0.0004
REGION1,RNWSOL,2036,0.0004
REGION1,RNWSOL,2037,0.0004
REGION1,RNWSOL,2038,0.0004
REGION1,RNWSOL,2039,0.0004
REGION1,RNWSOL,2040,0.0004
REGION1,RNWWND,2020,1.5949
REGION1,RNWWND,2021,1.7289
REGION1,RNWWND,2022,1.8589
REGION1,RNWWND,2023,1.9996
REGION1,RNWWND,2024,2.1744
REGION1,RNWWND,2025,2.1744
REGION1,RNWWND,2026,2.2699
REGION1,RNWWND,2027,2.3837
REGION1,RNWWND,2028,2.8991
REGION1,RNWWND,2029,2.9764
REGION1,RNWWND,2030,3.1217
REGION1,RNWWND,2031,3.2826
REGION1,RNWWND,2032,3.442
REGION1,RNWWND,2033,3.5391
REGION1,RNWWND,2034,3.5943
REGION1,RNWWND,2035,3.6534
REGION1,RNWWND,2036,3.7236
REGION1,RNWWND,2037,3.7937
REGION1,RNWWND,2038,3.8891
REGION1,RNWWND,2039,3.9719
REGION1,RNWWND,2040,4.0716
REGION1,RNWWND,2041,4.1583
REGION1,RNWWND,2042,4.2477
REGION1,RNWWND,2043,4.3268
REGION1,RNWWND,2044,4.4161
REGION1,RNWWND,2045,4.5039
REGION1,RNWWND,2046,4.5933
REGION1,RNWWND,2047,4.6827
REGION1,RNWWND,2048,4.772
REGION1,RNWWND,2049,4.8614
REGION1,RNWWND,2050,4.9507
