r,t,f,y,ProductionByTechnologyAnnual
REGION1,IMPHFO,HFO,2042,3.57
REGION1,IMPHFO,HFO,2043,3.13
REGION1,IMPHFO,HFO,2044,2.68
REGION1,IMPHFO,HFO,2045,2.23
REGION1,IMPHFO,HFO,2046,1.79
REGION1,IMPHFO,HFO,2047,1.34
REGION1,IMPHFO,HFO,2048,0.89
REGION1,IMPHFO,HFO,2049,0.45
REGION1,IMPJFL,JFL,2020,39.54
REGION1,IMPJFL,JFL,2021,38.89
REGION1,IMPJFL,JFL,2022,38.61
REGION1,IMPJFL,JFL,2023,38.53
REGION1,IMPJFL,JFL,2024,38.73
REGION1,IMPJFL,JFL,2025,39.17
REGION1,IMPJFL,JFL,2026,39.68
REGION1,IMPJFL,JFL,2027,40.21
REGION1,IMPJFL,JFL,2028,40.63
REGION1,IMPJFL,JFL,2029,40.96
REGION1,IMPJFL,JFL,2030,41.33
REGION1,IMPJFL,JFL,2031,39.26
REGION1,IMPJFL,JFL,2032,37.2
REGION1,IMPJFL,JFL,2033,35.13
REGION1,IMPJFL,JFL,2034,33.06
REGION1,IMPJFL,JFL,2035,31.0
REGION1,IMPJFL,JFL,2036,28.93
REGION1,IMPJFL,JFL,2037,26.86
REGION1,IMPJFL,JFL,2038,24.8
REGION1,IMPJFL,JFL,2039,22.73
REGION1,IMPJFL,JFL,2040,20.67
REGION1,IMPJFL,JFL,2041,18.6
REGION1,IMPJFL,JFL,2042,16.53
REGION1,IMPJFL,JFL,2043,14.47
REGION1,IMPJFL,JFL,2044,12.4
REGION1,IMPJFL,JFL,2045,10.33
REGION1,IMPJFL,JFL,2046,8.27
REGION1,IMPJFL,JFL,2047,6.2
REGION1,IMPJFL,JFL,2048,4.13
REGION1,IMPJFL,JFL,2049,2.07
REGION1,IMPKER,KER,2020,11.41
REGION1,IMPKER,KER,2021,11.65
REGION1,IMPKER,KER,2022,11.86
REGION1,IMPKER,KER,2023,12.04
REGION1,IMPKER,KER,2024,12.2
REGION1,IMPKER,KER,2025,12.35
REGION1,IMPKER,KER,2026,11.9
REGION1,IMPKER,KER,2027,11.44
REGION1,IMPKER,KER,2028,10.98
REGION1,IMPKER,KER,2029,10.52
REGION1,IMPKER,KER,2030,10.06
REGION1,IMPKER,KER,2031,9.61
REGION1,IMPKER,KER,2032,9.15
REGION1,IMPKER,KER,2033,8.69
REGION1,IMPKER,KER,2034,8.23
REGION1,IMPKER,KER,2035,7.77
REGION1,IMPKER,KER,2036,7.31
REGION1,IMPKER,KER,2037,6.84
REGION1,IMPKER,KER,2038,6.38
REGION1,IMPKER,KER,2039,5.92
REGION1,IMPKER,KER,2040,5.45
REGION1,IMPKER,KER,2041,4.13
REGION1,IMPKER,KER,2042,3.67
REGION1,IMPKER,KER,2043,3.22
REGION1,IMPKER,KER,2044,2.76
REGION1,IMPKER,KER,2045,2.3
REGION1,IMPKER,KER,2046,1.84
REGION1,IMPKER,KER,2047,1.38
REGION1,IMPKER,KER,2048,0.92
REGION1,IMPKER,KER,2049,0.46
REGION1,IMPLPG,LPG,2020,2.66
REGION1,IMPLPG,LPG,2021,2.72
REGION1,IMPLPG,LPG,2022,2.79
REGION1,IMPLPG,LPG,2023,2.86
REGION1,IMPLPG,LPG,2024,2.91
REGION1,IMPLPG,LPG,2025,2.96
REGION1,IMPLPG,LPG,2026,3.02
REGION1,IMPLPG,LPG,2027,3.07
REGION1,IMPLPG,LPG,2028,3.13
REGION1,IMPLPG,LPG,2029,3.17
REGION1,IMPLPG,LPG,2030,3.2
REGION1,IMPLPG,LPG,2031,3.21
REGION1,IMPLPG,LPG,2032,3.2
REGION1,IMPLPG,LPG,2033,3.16
REGION1,IMPLPG,LPG,2034,3.11
REGION1,IMPLPG,LPG,2035,3.03
REGION1,IMPLPG,LPG,2036,2.93
REGION1,IMPLPG,LPG,2037,2.81
REGION1,IMPLPG,LPG,2038,2.68
REGION1,IMPLPG,LPG,2039,2.52
REGION1,IMPLPG,LPG,2040,2.35
REGION1,IMPLPG,LPG,2041,2.603
REGION1,IMPLPG,LPG,2042,2.557
REGION1,IMPLPG,LPG,2043,2.511
REGION1,IMPLPG,LPG,2044,2.464
REGION1,IMPLPG,LPG,2045,2.418
REGION1,IMPLPG,LPG,2046,2.372
REGION1,IMPLPG,LPG,2047,2.326
REGION1,IMPLPG,LPG,2048,2.279
REGION1,IMPLPG,LPG,2049,2.233
REGION1,LNDAGRBC1C01,LND4PWR,2020,0.4193
REGION1,LNDAGRBC1C01,LND4PWR,2021,0.4239
REGION1,LNDAGRBC1C01,LND4PWR,2022,0.4286
REGION1,LNDAGRBC1C01,LND4PWR,2023,0.4333
REGION1,LNDAGRBC1C01,LND4PWR,2024,0.4381
REGION1,LNDAGRBC1C01,LND4PWR,2025,0.4429
REGION1,LNDAGRBC1C01,LND4PWR,2026,0.4478
REGION1,LNDAGRBC1C01,LND4PWR,2027,0.4527
REGION1,LNDAGRBC1C01,LND4PWR,2028,0.4577
REGION1,LNDAGRBC1C01,LND4PWR,2029,0.4627
REGION1,LNDAGRBC1C01,LND4PWR,2030,0.4678
REGION1,LNDAGRBC1C01,LND4PWR,2031,0.4729
REGION1,LNDAGRBC1C01,LND4PWR,2032,0.4782
REGION1,LNDAGRBC1C01,LND4PWR,2033,0.4834
REGION1,LNDAGRBC1C01,LND4PWR,2034,0.4887
REGION1,LNDAGRBC1C01,LND4PWR,2035,0.4941
REGION1,LNDAGRBC1C01,LND4PWR,2036,0.4995
REGION1,LNDAGRBC1C01,LND4PWR,2037,0.505
REGION1,LNDAGRBC1C01,LND4PWR,2038,0.5106
REGION1,LNDAGRBC1C01,LND4PWR,2039,0.5162
REGION1,LNDAGRBC1C01,LND4PWR,2040,0.5219
REGION1,LNDAGRBC1C01,LND4PWR,2041,0.5276
REGION1,LNDAGRBC1C01,LND4PWR,2042,0.5334
REGION1,LNDAGRBC1C01,LND4PWR,2043,0.5393
REGION1,LNDAGRBC1C01,LND4PWR,2044,0.5452
REGION1,LNDAGRBC1C01,LND4PWR,2045,0.5512
REGION1,LNDAGRBC1C01,LND4PWR,2046,0.5573
REGION1,LNDAGRBC1C01,LND4PWR,2047,0.5634
REGION1,LNDAGRBC1C01,LND4PWR,2048,0.5696
REGION1,LNDAGRBC1C01,LND4PWR,2049,0.5759
REGION1,LNDAGRBC1C01,LND4PWR,2050,0.5822
REGION1,LNDAGRBC1C01,WTREVTBC1,2020,180.3611
REGION1,LNDAGRBC1C01,WTREVTBC1,2021,180.358
REGION1,LNDAGRBC1C01,WTREVTBC1,2022,180.3606
REGION1,LNDAGRBC1C01,WTREVTBC1,2023,180.3633
REGION1,LNDAGRBC1C01,WTREVTBC1,2024,180.3661
REGION1,LNDAGRBC1C01,WTREVTBC1,2025,180.3688
REGION1,LNDAGRBC1C01,WTREVTBC1,2026,180.3716
REGION1,LNDAGRBC1C01,WTREVTBC1,2027,180.3806
REGION1,LNDAGRBC1C01,WTREVTBC1,2028,180.3773
REGION1,LNDAGRBC1C01,WTREVTBC1,2029,180.3801
REGION1,LNDAGRBC1C01,WTREVTBC1,2030,180.383
REGION1,LNDAGRBC1C01,WTREVTBC1,2031,180.3859
REGION1,LNDAGRBC1C01,WTREVTBC1,2032,180.3889
REGION1,LNDAGRBC1C01,WTREVTBC1,2033,180.3919
REGION1,LNDAGRBC1C01,WTREVTBC1,2034,180.3949
REGION1,LNDAGRBC1C01,WTREVTBC1,2035,180.398
REGION1,LNDAGRBC1C01,WTREVTBC1,2036,180.4011
REGION1,LNDAGRBC1C01,WTREVTBC1,2037,180.4042
REGION1,LNDAGRBC1C01,WTREVTBC1,2038,180.4074
REGION1,LNDAGRBC1C01,WTREVTBC1,2039,180.4106
REGION1,LNDAGRBC1C01,WTREVTBC1,2040,180.4138
REGION1,LNDAGRBC1C01,WTREVTBC1,2041,180.4171
REGION1,LNDAGRBC1C01,WTREVTBC1,2042,180.4277
REGION1,LNDAGRBC1C01,WTREVTBC1,2043,180.4238
REGION1,LNDAGRBC1C01,WTREVTBC1,2044,180.4271
REGION1,LNDAGRBC1C01,WTREVTBC1,2045,180.4305
REGION1,LNDAGRBC1C01,WTREVTBC1,2046,180.434
REGION1,LNDAGRBC1C01,WTREVTBC1,2047,180.4375
REGION1,LNDAGRBC1C01,WTREVTBC1,2048,180.441
REGION1,LNDAGRBC1C01,WTREVTBC1,2049,180.4446
REGION1,LNDAGRBC1C01,WTREVTBC1,2050,180.4482
REGION1,LNDAGRBC1C01,WTRGRCBC1,2020,1.9717
REGION1,LNDAGRBC1C01,WTRGRCBC1,2021,1.9716
REGION1,LNDAGRBC1C01,WTRGRCBC1,2022,1.9717
REGION1,LNDAGRBC1C01,WTRGRCBC1,2023,1.9718
REGION1,LNDAGRBC1C01,WTRGRCBC1,2024,1.9719
REGION1,LNDAGRBC1C01,WTRGRCBC1,2025,1.972
REGION1,LNDAGRBC1C01,WTRGRCBC1,2026,1.9722
REGION1,LNDAGRBC1C01,WTRGRCBC1,2027,1.9725
REGION1,LNDAGRBC1C01,WTRGRCBC1,2028,1.9724
REGION1,LNDAGRBC1C01,WTRGRCBC1,2029,1.9725
REGION1,LNDAGRBC1C01,WTRGRCBC1,2030,1.9726
REGION1,LNDAGRBC1C01,WTRGRCBC1,2031,1.9728
REGION1,LNDAGRBC1C01,WTRGRCBC1,2032,1.9729
REGION1,LNDAGRBC1C01,WTRGRCBC1,2033,1.973
REGION1,LNDAGRBC1C01,WTRGRCBC1,2034,1.9731
REGION1,LNDAGRBC1C01,WTRGRCBC1,2035,1.9733
REGION1,LNDAGRBC1C01,WTRGRCBC1,2036,1.9734
REGION1,LNDAGRBC1C01,WTRGRCBC1,2037,1.9735
REGION1,LNDAGRBC1C01,WTRGRCBC1,2038,1.9737
REGION1,LNDAGRBC1C01,WTRGRCBC1,2039,1.9738
REGION1,LNDAGRBC1C01,WTRGRCBC1,2040,1.9739
REGION1,LNDAGRBC1C01,WTRGRCBC1,2041,1.9741
REGION1,LNDAGRBC1C01,WTRGRCBC1,2042,1.9745
REGION1,LNDAGRBC1C01,WTRGRCBC1,2043,1.9744
REGION1,LNDAGRBC1C01,WTRGRCBC1,2044,1.9745
REGION1,LNDAGRBC1C01,WTRGRCBC1,2045,1.9746
REGION1,LNDAGRBC1C01,WTRGRCBC1,2046,1.9748
REGION1,LNDAGRBC1C01,WTRGRCBC1,2047,1.9749
REGION1,LNDAGRBC1C01,WTRGRCBC1,2048,1.9751
REGION1,LNDAGRBC1C01,WTRGRCBC1,2049,1.9752
REGION1,LNDAGRBC1C01,WTRGRCBC1,2050,1.9754
REGION1,LNDAGRBC1C01,WTRSURBC1,2020,68.1264
REGION1,LNDAGRBC1C01,WTRSURBC1,2021,68.1254
REGION1,LNDAGRBC1C01,WTRSURBC1,2022,68.1269
REGION1,LNDAGRBC1C01,WTRSURBC1,2023,68.1283
REGION1,LNDAGRBC1C01,WTRSURBC1,2024,68.1298
REGION1,LNDAGRBC1C01,WTRSURBC1,2025,68.1313
REGION1,LNDAGRBC1C01,WTRSURBC1,2026,68.1328
REGION1,LNDAGRBC1C01,WTRSURBC1,2027,68.137
REGION1,LNDAGRBC1C01,WTRSURBC1,2028,68.1359
REGION1,LNDAGRBC1C01,WTRSURBC1,2029,68.1375
REGION1,LNDAGRBC1C01,WTRSURBC1,2030,68.139
REGION1,LNDAGRBC1C01,WTRSURBC1,2031,68.1406
REGION1,LNDAGRBC1C01,WTRSURBC1,2032,68.1423
REGION1,LNDAGRBC1C01,WTRSURBC1,2033,68.1439
REGION1,LNDAGRBC1C01,WTRSURBC1,2034,68.1455
REGION1,LNDAGRBC1C01,WTRSURBC1,2035,68.1472
REGION1,LNDAGRBC1C01,WTRSURBC1,2036,68.1489
REGION1,LNDAGRBC1C01,WTRSURBC1,2037,68.1506
REGION1,LNDAGRBC1C01,WTRSURBC1,2038,68.1523
REGION1,LNDAGRBC1C01,WTRSURBC1,2039,68.154
REGION1,LNDAGRBC1C01,WTRSURBC1,2040,68.1558
REGION1,LNDAGRBC1C01,WTRSURBC1,2041,68.1576
REGION1,LNDAGRBC1C01,WTRSURBC1,2042,68.1624
REGION1,LNDAGRBC1C01,WTRSURBC1,2043,68.1612
REGION1,LNDAGRBC1C01,WTRSURBC1,2044,68.163
REGION1,LNDAGRBC1C01,WTRSURBC1,2045,68.1649
REGION1,LNDAGRBC1C01,WTRSURBC1,2046,68.1668
REGION1,LNDAGRBC1C01,WTRSURBC1,2047,68.1687
REGION1,LNDAGRBC1C01,WTRSURBC1,2048,68.1706
REGION1,LNDAGRBC1C01,WTRSURBC1,2049,68.1726
REGION1,LNDAGRBC1C01,WTRSURBC1,2050,68.1745
REGION1,LNDAGRBC1C02,LND4PWR,2020,0.2777
REGION1,LNDAGRBC1C02,LND4PWR,2021,0.2807
REGION1,LNDAGRBC1C02,LND4PWR,2022,0.2838
REGION1,LNDAGRBC1C02,LND4PWR,2023,0.2869
REGION1,LNDAGRBC1C02,LND4PWR,2024,0.2901
REGION1,LNDAGRBC1C02,LND4PWR,2025,0.2933
REGION1,LNDAGRBC1C02,LND4PWR,2026,0.2965
REGION1,LNDAGRBC1C02,LND4PWR,2027,0.2998
REGION1,LNDAGRBC1C02,LND4PWR,2028,0.3031
REGION1,LNDAGRBC1C02,LND4PWR,2029,0.3064
REGION1,LNDAGRBC1C02,LND4PWR,2030,0.3098
REGION1,LNDAGRBC1C02,LND4PWR,2031,0.3132
REGION1,LNDAGRBC1C02,LND4PWR,2032,0.3166
REGION1,LNDAGRBC1C02,LND4PWR,2033,0.3201
REGION1,LNDAGRBC1C02,LND4PWR,2034,0.3236
REGION1,LNDAGRBC1C02,LND4PWR,2035,0.3272
REGION1,LNDAGRBC1C02,LND4PWR,2036,0.3308
REGION1,LNDAGRBC1C02,LND4PWR,2037,0.3344
REGION1,LNDAGRBC1C02,LND4PWR,2038,0.3381
REGION1,LNDAGRBC1C02,LND4PWR,2039,0.3418
REGION1,LNDAGRBC1C02,LND4PWR,2040,0.3456
REGION1,LNDAGRBC1C02,LND4PWR,2041,0.3494
REGION1,LNDAGRBC1C02,LND4PWR,2042,0.365
REGION1,LNDAGRBC1C02,LND4PWR,2043,0.3571
REGION1,LNDAGRBC1C02,LND4PWR,2044,0.361
REGION1,LNDAGRBC1C02,LND4PWR,2045,0.365
REGION1,LNDAGRBC1C02,LND4PWR,2046,0.369
REGION1,LNDAGRBC1C02,LND4PWR,2047,0.3731
REGION1,LNDAGRBC1C02,LND4PWR,2048,0.3772
REGION1,LNDAGRBC1C02,LND4PWR,2049,0.3813
REGION1,LNDAGRBC1C02,LND4PWR,2050,0.3855
REGION1,LNDAGRBC1C02,WTREVTBC1,2020,14.8671
REGION1,LNDAGRBC1C02,WTREVTBC1,2021,14.8636
REGION1,LNDAGRBC1C02,WTREVTBC1,2022,14.8651
REGION1,LNDAGRBC1C02,WTREVTBC1,2023,14.8667
REGION1,LNDAGRBC1C02,WTREVTBC1,2024,14.8683
REGION1,LNDAGRBC1C02,WTREVTBC1,2025,14.8699
REGION1,LNDAGRBC1C02,WTREVTBC1,2026,14.8715
REGION1,LNDAGRBC1C02,WTREVTBC1,2027,14.8786
REGION1,LNDAGRBC1C02,WTREVTBC1,2028,14.8748
REGION1,LNDAGRBC1C02,WTREVTBC1,2029,14.8764
REGION1,LNDAGRBC1C02,WTREVTBC1,2030,14.8781
REGION1,LNDAGRBC1C02,WTREVTBC1,2031,14.8798
REGION1,LNDAGRBC1C02,WTREVTBC1,2032,14.8815
REGION1,LNDAGRBC1C02,WTREVTBC1,2033,14.8833
REGION1,LNDAGRBC1C02,WTREVTBC1,2034,14.885
REGION1,LNDAGRBC1C02,WTREVTBC1,2035,14.8868
REGION1,LNDAGRBC1C02,WTREVTBC1,2036,14.8886
REGION1,LNDAGRBC1C02,WTREVTBC1,2037,14.8904
REGION1,LNDAGRBC1C02,WTREVTBC1,2038,14.8923
REGION1,LNDAGRBC1C02,WTREVTBC1,2039,14.8941
REGION1,LNDAGRBC1C02,WTREVTBC1,2040,14.896
REGION1,LNDAGRBC1C02,WTREVTBC1,2041,14.8979
REGION1,LNDAGRBC1C02,WTREVTBC1,2042,14.9057
REGION1,LNDAGRBC1C02,WTREVTBC1,2043,14.9018
REGION1,LNDAGRBC1C02,WTREVTBC1,2044,14.9037
REGION1,LNDAGRBC1C02,WTREVTBC1,2045,14.9057
REGION1,LNDAGRBC1C02,WTREVTBC1,2046,14.9077
REGION1,LNDAGRBC1C02,WTREVTBC1,2047,14.9098
REGION1,LNDAGRBC1C02,WTREVTBC1,2048,14.9118
REGION1,LNDAGRBC1C02,WTREVTBC1,2049,14.9139
REGION1,LNDAGRBC1C02,WTREVTBC1,2050,14.916
REGION1,LNDAGRBC1C02,WTRGRCBC1,2020,0.2606
REGION1,LNDAGRBC1C02,WTRGRCBC1,2021,0.2605
REGION1,LNDAGRBC1C02,WTRGRCBC1,2022,0.2606
REGION1,LNDAGRBC1C02,WTRGRCBC1,2023,0.2607
REGION1,LNDAGRBC1C02,WTRGRCBC1,2024,0.2607
REGION1,LNDAGRBC1C02,WTRGRCBC1,2025,0.2608
REGION1,LNDAGRBC1C02,WTRGRCBC1,2026,0.2609
REGION1,LNDAGRBC1C02,WTRGRCBC1,2027,0.2611
REGION1,LNDAGRBC1C02,WTRGRCBC1,2028,0.261
REGION1,LNDAGRBC1C02,WTRGRCBC1,2029,0.2611
REGION1,LNDAGRBC1C02,WTRGRCBC1,2030,0.2612
REGION1,LNDAGRBC1C02,WTRGRCBC1,2031,0.2612
REGION1,LNDAGRBC1C02,WTRGRCBC1,2032,0.2613
REGION1,LNDAGRBC1C02,WTRGRCBC1,2033,0.2614
REGION1,LNDAGRBC1C02,WTRGRCBC1,2034,0.2615
REGION1,LNDAGRBC1C02,WTRGRCBC1,2035,0.2615
REGION1,LNDAGRBC1C02,WTRGRCBC1,2036,0.2616
REGION1,LNDAGRBC1C02,WTRGRCBC1,2037,0.2617
REGION1,LNDAGRBC1C02,WTRGRCBC1,2038,0.2618
REGION1,LNDAGRBC1C02,WTRGRCBC1,2039,0.2619
REGION1,LNDAGRBC1C02,WTRGRCBC1,2040,0.2619
REGION1,LNDAGRBC1C02,WTRGRCBC1,2041,0.262
REGION1,LNDAGRBC1C02,WTRGRCBC1,2042,0.2624
REGION1,LNDAGRBC1C02,WTRGRCBC1,2043,0.2622
REGION1,LNDAGRBC1C02,WTRGRCBC1,2044,0.2623
REGION1,LNDAGRBC1C02,WTRGRCBC1,2045,0.2624
REGION1,LNDAGRBC1C02,WTRGRCBC1,2046,0.2625
REGION1,LNDAGRBC1C02,WTRGRCBC1,2047,0.2625
REGION1,LNDAGRBC1C02,WTRGRCBC1,2048,0.2626
REGION1,LNDAGRBC1C02,WTRGRCBC1,2049,0.2627
REGION1,LNDAGRBC1C02,WTRGRCBC1,2050,0.2628
REGION1,LNDAGRBC1C02,WTRSURBC1,2020,6.4039
REGION1,LNDAGRBC1C02,WTRSURBC1,2021,6.4026
REGION1,LNDAGRBC1C02,WTRSURBC1,2022,6.4034
REGION1,LNDAGRBC1C02,WTRSURBC1,2023,6.4043
REGION1,LNDAGRBC1C02,WTRSURBC1,2024,6.4052
REGION1,LNDAGRBC1C02,WTRSURBC1,2025,6.4061
REGION1,LNDAGRBC1C02,WTRSURBC1,2026,6.407
REGION1,LNDAGRBC1C02,WTRSURBC1,2027,6.4102
REGION1,LNDAGRBC1C02,WTRSURBC1,2028,6.4088
REGION1,LNDAGRBC1C02,WTRSURBC1,2029,6.4098
REGION1,LNDAGRBC1C02,WTRSURBC1,2030,6.4107
REGION1,LNDAGRBC1C02,WTRSURBC1,2031,6.4117
REGION1,LNDAGRBC1C02,WTRSURBC1,2032,6.4126
REGION1,LNDAGRBC1C02,WTRSURBC1,2033,6.4136
REGION1,LNDAGRBC1C02,WTRSURBC1,2034,6.4146
REGION1,LNDAGRBC1C02,WTRSURBC1,2035,6.4156
REGION1,LNDAGRBC1C02,WTRSURBC1,2036,6.4166
REGION1,LNDAGRBC1C02,WTRSURBC1,2037,6.4176
REGION1,LNDAGRBC1C02,WTRSURBC1,2038,6.4186
REGION1,LNDAGRBC1C02,WTRSURBC1,2039,6.4197
REGION1,LNDAGRBC1C02,WTRSURBC1,2040,6.4207
REGION1,LNDAGRBC1C02,WTRSURBC1,2041,6.4218
REGION1,LNDAGRBC1C02,WTRSURBC1,2042,6.4262
REGION1,LNDAGRBC1C02,WTRSURBC1,2043,6.424
REGION1,LNDAGRBC1C02,WTRSURBC1,2044,6.4251
REGION1,LNDAGRBC1C02,WTRSURBC1,2045,6.4262
REGION1,LNDAGRBC1C02,WTRSURBC1,2046,6.4273
REGION1,LNDAGRBC1C02,WTRSURBC1,2047,6.4284
REGION1,LNDAGRBC1C02,WTRSURBC1,2048,6.4296
REGION1,LNDAGRBC1C02,WTRSURBC1,2049,6.4307
REGION1,LNDAGRBC1C02,WTRSURBC1,2050,6.4319
REGION1,LNDAGRBC1C03,CRPALF,2020,1.379
REGION1,LNDAGRBC1C03,CRPALF,2021,1.435
REGION1,LNDAGRBC1C03,CRPALF,2022,1.436
REGION1,LNDAGRBC1C03,CRPALF,2023,1.438
REGION1,LNDAGRBC1C03,CRPALF,2024,1.44
REGION1,LNDAGRBC1C03,CRPALF,2025,1.441
REGION1,LNDAGRBC1C03,CRPALF,2026,1.443
REGION1,LNDAGRBC1C03,CRPALF,2027,1.445
REGION1,LNDAGRBC1C03,CRPALF,2028,1.447
REGION1,LNDAGRBC1C03,CRPALF,2029,1.448
REGION1,LNDAGRBC1C03,CRPALF,2030,1.45
REGION1,LNDAGRBC1C03,CRPALF,2031,1.452
REGION1,LNDAGRBC1C03,CRPALF,2032,1.453
REGION1,LNDAGRBC1C03,CRPALF,2033,1.455
REGION1,LNDAGRBC1C03,CRPALF,2034,1.457
REGION1,LNDAGRBC1C03,CRPALF,2035,1.459
REGION1,LNDAGRBC1C03,CRPALF,2036,1.46
REGION1,LNDAGRBC1C03,CRPALF,2037,1.462
REGION1,LNDAGRBC1C03,CRPALF,2038,1.464
REGION1,LNDAGRBC1C03,CRPALF,2039,1.465
REGION1,LNDAGRBC1C03,CRPALF,2040,1.467
REGION1,LNDAGRBC1C03,CRPALF,2041,1.469
REGION1,LNDAGRBC1C03,CRPALF,2042,1.471
REGION1,LNDAGRBC1C03,CRPALF,2043,1.472
REGION1,LNDAGRBC1C03,CRPALF,2044,1.474
REGION1,LNDAGRBC1C03,CRPALF,2045,1.476
REGION1,LNDAGRBC1C03,CRPALF,2046,1.477
REGION1,LNDAGRBC1C03,CRPALF,2047,1.479
REGION1,LNDAGRBC1C03,CRPALF,2048,1.481
REGION1,LNDAGRBC1C03,CRPALF,2049,1.483
REGION1,LNDAGRBC1C03,CRPALF,2050,1.484
REGION1,LNDAGRBC1C03,CRPBRL,2020,0.062
REGION1,LNDAGRBC1C03,CRPBRL,2021,0.059
REGION1,LNDAGRBC1C03,CRPBRL,2022,0.064
REGION1,LNDAGRBC1C03,CRPBRL,2023,0.07
REGION1,LNDAGRBC1C03,CRPBRL,2024,0.068
REGION1,LNDAGRBC1C03,CRPBRL,2025,0.07
REGION1,LNDAGRBC1C03,CRPBRL,2026,0.073
REGION1,LNDAGRBC1C03,CRPBRL,2027,0.076
REGION1,LNDAGRBC1C03,CRPBRL,2028,0.0781
REGION1,LNDAGRBC1C03,CRPBRL,2029,0.0789
REGION1,LNDAGRBC1C03,CRPBRL,2030,0.082
REGION1,LNDAGRBC1C03,CRPBRL,2031,0.084
REGION1,LNDAGRBC1C03,CRPBRL,2032,0.086
REGION1,LNDAGRBC1C03,CRPBRL,2033,0.088
REGION1,LNDAGRBC1C03,CRPBRL,2034,0.09
REGION1,LNDAGRBC1C03,CRPBRL,2035,0.092
REGION1,LNDAGRBC1C03,CRPBRL,2036,0.094
REGION1,LNDAGRBC1C03,CRPBRL,2037,0.096
REGION1,LNDAGRBC1C03,CRPBRL,2038,0.098
REGION1,LNDAGRBC1C03,CRPBRL,2039,0.101
REGION1,LNDAGRBC1C03,CRPBRL,2040,0.103
REGION1,LNDAGRBC1C03,CRPBRL,2041,0.105
REGION1,LNDAGRBC1C03,CRPBRL,2042,0.107
REGION1,LNDAGRBC1C03,CRPBRL,2043,0.109
REGION1,LNDAGRBC1C03,CRPBRL,2044,0.111
REGION1,LNDAGRBC1C03,CRPBRL,2045,0.113
REGION1,LNDAGRBC1C03,CRPBRL,2046,0.115
REGION1,LNDAGRBC1C03,CRPBRL,2047,0.117
REGION1,LNDAGRBC1C03,CRPBRL,2048,0.119
REGION1,LNDAGRBC1C03,CRPBRL,2049,0.121
REGION1,LNDAGRBC1C03,CRPBRL,2050,0.124
REGION1,LNDAGRBC1C03,CRPMAI,2020,0.364
REGION1,LNDAGRBC1C03,CRPMAI,2021,0.601
REGION1,LNDAGRBC1C03,CRPMAI,2022,0.59
REGION1,LNDAGRBC1C03,CRPMAI,2023,0.604
REGION1,LNDAGRBC1C03,CRPMAI,2024,0.613
REGION1,LNDAGRBC1C03,CRPMAI,2025,0.613
REGION1,LNDAGRBC1C03,CRPMAI,2026,0.625
REGION1,LNDAGRBC1C03,CRPMAI,2027,0.626
REGION1,LNDAGRBC1C03,CRPMAI,2028,0.645
REGION1,LNDAGRBC1C03,CRPMAI,2029,0.657
REGION1,LNDAGRBC1C03,CRPMAI,2030,0.66
REGION1,LNDAGRBC1C03,CRPMAI,2031,0.674
REGION1,LNDAGRBC1C03,CRPMAI,2032,0.672
REGION1,LNDAGRBC1C03,CRPMAI,2033,0.681
REGION1,LNDAGRBC1C03,CRPMAI,2034,0.683
REGION1,LNDAGRBC1C03,CRPMAI,2035,0.691
REGION1,LNDAGRBC1C03,CRPMAI,2036,0.708
REGION1,LNDAGRBC1C03,CRPMAI,2037,0.721
REGION1,LNDAGRBC1C03,CRPMAI,2038,0.729
REGION1,LNDAGRBC1C03,CRPMAI,2039,0.73
REGION1,LNDAGRBC1C03,CRPMAI,2040,0.734
REGION1,LNDAGRBC1C03,CRPMAI,2041,0.744
REGION1,LNDAGRBC1C03,CRPMAI,2042,0.753
REGION1,LNDAGRBC1C03,CRPMAI,2043,0.762
REGION1,LNDAGRBC1C03,CRPMAI,2044,0.77
REGION1,LNDAGRBC1C03,CRPMAI,2045,0.778
REGION1,LNDAGRBC1C03,CRPMAI,2046,0.786
REGION1,LNDAGRBC1C03,CRPMAI,2047,0.794
REGION1,LNDAGRBC1C03,CRPMAI,2048,0.802
REGION1,LNDAGRBC1C03,CRPMAI,2049,0.809
REGION1,LNDAGRBC1C03,CRPMAI,2050,0.817
REGION1,LNDAGRBC1C03,CRPOAT,2020,0.058
REGION1,LNDAGRBC1C03,CRPOAT,2021,0.067
REGION1,LNDAGRBC1C03,CRPOAT,2022,0.068
REGION1,LNDAGRBC1C03,CRPOAT,2023,0.069
REGION1,LNDAGRBC1C03,CRPOAT,2024,0.07
REGION1,LNDAGRBC1C03,CRPOAT,2025,0.072
REGION1,LNDAGRBC1C03,CRPOAT,2026,0.073
REGION1,LNDAGRBC1C03,CRPOAT,2027,0.074
REGION1,LNDAGRBC1C03,CRPOAT,2028,0.075
REGION1,LNDAGRBC1C03,CRPOAT,2029,0.077
REGION1,LNDAGRBC1C03,CRPOAT,2030,0.078
REGION1,LNDAGRBC1C03,CRPOAT,2031,0.079
REGION1,LNDAGRBC1C03,CRPOAT,2032,0.081
REGION1,LNDAGRBC1C03,CRPOAT,2033,0.082
REGION1,LNDAGRBC1C03,CRPOAT,2034,0.083
REGION1,LNDAGRBC1C03,CRPOAT,2035,0.084
REGION1,LNDAGRBC1C03,CRPOAT,2036,0.086
REGION1,LNDAGRBC1C03,CRPOAT,2037,0.087
